Sales+Ops Demand Supply — Append1 (auto-computed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Group,Item Code,Product Class,Original Forecast,Ops+Sales-Reviewed Forecast Committed,Ops Adjustment (vs Forecast),Actual Sales Demand,"Additional Demand (Punched, Not Committed)",Forecast Accuracy %,Opening Inventory,Actual Production,Stock Adjustment (Added),Stock Adjustment (Deducted),Total Available Inventory,Type (MTS/MTO),Actual Dispatch,Dispatch %,Closing Inventory,Green Level,Free Inventory (Above Green Level),Uncovered Shortfall,Dispatch Gap (Shippable from Stock),Shortfall on Additional Demand (Excluded from Ops),Demand Reduction Adjustment (Sales Pullback),Production-Driven Shortfall,Production Surplus,Excess Opening Stock (Above Demand+Safety),Excess Dispatched,Sales Insight Tag,Sales Narrative,Operations Insight Tag,Operations Narrative,Ops Capacity Gap Narrative,Surplus Production (₹),Excess Opening Stock Value (₹),Build Required,Production Counted,Production-Driven Shortfall (₹),Dispatch Gap (Shippable from Stock) (₹),Shortfall on Additional Demand (₹),Demand Reduction Adjustment (₹),Excess Dispatch Value (₹),Excess Dispatched from Op Stock,Excess Dispatch from Surplus Production,Excess Dispatch from Op Stock Value (₹),Excess Dispatch from Surplus Production Value (₹)
12mm 1Way Serrated,FS M09 B11 J3X CAT,Regular,,,,,,,1200.0,600.0,,,1800.0,MTO,,,1800.0,,1800.0,,,,,,600.0,1200.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 600 units against committed 0 units. Red flag — produced 600 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,711.66,1423.32,,,,,,,,,,,
12mm 1Way Serrated,FS M09 B11 J3X MH,Regular,1600.0,1600.0,,1600.0,,100%,11103.0,,,,11103.0,MTO,5000.0,312.5%,6103.0,,6103.0,,,,,,,9503.0,3400.0,Over-Delivered | Forecast Bullseye,"Dispatch 312% of committed (5,000 vs 1,600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 3,400 units.",Unsold MTO Stock,"Produced 0 units against committed 1,600 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,87403.75,,,,,,,71128.0,3400.0,,71128.0,
12mm 1Way Serrated,FS M09 B11 J4 CAT,Regular,,,,,,,755.0,,,,755.0,MTO,175.0,,580.0,,580.0,,,,,,,755.0,175.0,Forecast Bullseye,Dispatch 175 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 175 units.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,8262.07,,,,,,,3661.0,175.0,,3661.0,
FS SS430-3,FS M09 B11 J4 SRB,Regular,,,,,,,300.0,,,,300.0,MTO,,,300.0,,300.0,,,,,,,300.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,2978.78,,,,,,,,,,,
FS SS430-3,FS M09 B11 J4X SRB,Regular,,,,,,,33.0,,,,33.0,MTO,,,33.0,,33.0,,,,,,,33.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,33.0,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 102 TE,Regular,,,,,,,,34.0,2500.0,2500.0,34.0,MTO,,,34.0,,34.0,,,,,,34.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 34 units against committed 0 units. Red flag — produced 34 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
HTS 85,HTS M02 B08 104 OEM,Regular,,,,,,,1038.0,,,,1038.0,MTO,,,1038.0,,1038.0,,,,,,,1038.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,54395.33,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 106 TE,Regular,,,,,,,,600.0,600.0,600.0,600.0,MTO,,,600.0,,600.0,,,,,,600.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 600 units against committed 0 units. Red flag — produced 600 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
,HTS M02 B08 116,Regular,,,,,,,81.0,,,,81.0,TBC,,,81.0,,81.0,,,,,,,81.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,81.0,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 118 TE,Regular,,,,,,,,150.0,150.0,150.0,150.0,MTO,,,150.0,,150.0,,,,,,150.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 150 units against committed 0 units. Red flag — produced 150 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
HTS 85,HTS M02 B08 124 OEM,Regular,200.0,200.0,,200.0,,100%,1767.0,,,,1767.0,MTO,,0.0%,1767.0,,1767.0,200.0,200.0,,,,,1567.0,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 200 units.,Healthy Stock,Produced 0 units against committed 200 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,94297.0,,,,,,,,,,,
HTS 85,HTS M02 B08 140 OEM,Regular,600.0,600.0,,600.0,,100%,3532.0,,,,3532.0,MTO,,0.0%,3532.0,,3532.0,600.0,600.0,,,,,2932.0,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 600 units.,Healthy Stock,Produced 0 units against committed 600 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,182711.07,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 38 TE,Regular,,,,,,,,100.0,100.0,100.0,100.0,MTO,,,100.0,,100.0,,,,,,100.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 100 units against committed 0 units. Red flag — produced 100 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 44 TE,Regular,,,,,,,,200.0,200.0,200.0,200.0,MTO,,,200.0,,200.0,,,,,,200.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 200 units against committed 0 units. Red flag — produced 200 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 60 TE,Regular,,,,,,,,450.0,500.0,500.0,450.0,MTO,,,450.0,,450.0,,,,,,450.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 450 units against committed 0 units. Red flag — produced 450 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 70 TE,Regular,,,,,,,,800.0,750.0,750.0,800.0,MTO,,,800.0,,800.0,,,,,,800.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 800 units against committed 0 units. Red flag — produced 800 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 72 WH,Regular,,,,,,,,5.0,,,5.0,TBC,,,5.0,,5.0,,,,,,5.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 5 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 82 TE,Regular,,,,,,,,450.0,450.0,450.0,450.0,MTO,,,450.0,,450.0,,,,,,450.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 450 units against committed 0 units. Red flag — produced 450 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
,HTS M02 B08 84 VBS,Regular,,,,,,,10.0,,,,10.0,TBC,,,10.0,,10.0,,,,,,,10.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,427.29,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 86 TE,Regular,,,,,,,,250.0,350.0,350.0,250.0,MTO,,,250.0,,250.0,,,,,,250.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 250 units against committed 0 units. Red flag — produced 250 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
SLTB and HDSLTB,HTS M02 B08 96 TE,Regular,,,,,,,,287.0,300.0,300.0,287.0,MTO,,,287.0,,287.0,,,,,,287.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Over-Production,Produced 287 units against committed 0 units. Red flag — produced 287 units more than ordered. Investigate planning breakdown.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
,HTSM02B08164,Regular,,,,,,,10.0,,,,10.0,TBC,,,10.0,,10.0,,,,,,,10.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,10.0,,,,,,,,,,,
Scrap,Miscellaneous Scrap,Regular,,,,,,,,,21700.0,,21700.0,TBC,21700.0,,0.0,,,,,,,,,,21700.0,Forecast Bullseye,"Dispatch 21,700 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 21,700 units.",Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,21700.0,,
Others,OBL M05 B06 121 X 231 MH,Regular,1600.0,1600.0,,1600.0,,100%,214.0,525.0,,,739.0,MTO,2600.0,162.5%,-1861.0,,,,,,,,,,1000.0,Over-Delivered | Forecast Bullseye,"Dispatch 162% of committed (2,600 vs 1,600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 1,000 units.",Production Shortfall,"Produced 525 units against committed 1,600 units. Shortfall of 861 units — expedite production or procure.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,1386.0,525.0,,,,,,,1000.0,,
Others,OBL M05 B06 235.8 X 68 FL,Regular,600.0,600.0,,600.0,,100%,147.0,,,,147.0,MTO,400.0,66.7%,-253.0,,,200.0,,,,200.0,,,,Short Delivery | Forecast Bullseye,Dispatch 67% of committed (400 vs 600). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 200 units.,Production Shortfall,Produced 0 units against committed 600 units. Shortfall of 453 units — expedite production or procure.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,453.0,,,,,,,,,,
SLTB and HDSLTB,OVTS M05 B06 142 MH,Regular,1000.0,1000.0,,1000.0,,100%,1080.0,,,,1080.0,MTO,400.0,40.0%,680.0,,680.0,600.0,600.0,,,,,80.0,,Short Delivery | Forecast Bullseye,"Dispatch 40% of committed (400 vs 1,000). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 600 units.",Healthy Stock,"Produced 0 units against committed 1,000 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,1897.65,,,,23100.0,,,,,,,
SLTB 92,OVTS M05 B06 148 MH,Regular,1200.0,1200.0,,1200.0,,100%,1590.0,,,,1590.0,MTO,,0.0%,1590.0,,1590.0,1200.0,1200.0,,,,,390.0,,Short Delivery | Forecast Bullseye,"Dispatch 0% of committed (0 vs 1,200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 1,200 units.",Healthy Stock,"Produced 0 units against committed 1,200 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,9459.81,,,,,,,,,,,
SLTB and HDSLTB,OVTS M05 B06 194 X 74 MH,Regular,200.0,200.0,,200.0,,100%,271.0,,,,271.0,MTO,,0.0%,271.0,,271.0,200.0,200.0,,,,,71.0,,Short Delivery | Forecast Bullseye,Dispatch 0% of committed (0 vs 200). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 200 units.,Healthy Stock,Produced 0 units against committed 200 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,1644.16,,,,7700.0,,,,,,,
TB 14 60,OVTX M05 B05 55 X 109,Regular,,,,,,,1140.0,,,,1140.0,MTO,,,1140.0,,1140.0,,,,,,,1140.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,15133.43,,,,,,,,,,,
TB 14 60,OVTX M05 B05 60 X 102,Regular,,,,,,,1550.0,,,,1550.0,MTO,,,1550.0,,1550.0,,,,,,,1550.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). MTO item — demand is order-driven. Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Unsold MTO Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,20203.23,,,,,,,,,,,
P-Clips,PC M11 B10 40 AL,Regular,7900.0,7900.0,,7900.0,,100%,850.0,15600.0,,,16450.0,MTS,21000.0,265.8%,-4550.0,15667.0,,,,,,,,,13100.0,Over-Delivered | Forecast Bullseye,"Dispatch 266% of committed (21,000 vs 7,900). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: review over-commit of 13,100 units.",Stock-Out Risk,"Produced 15,600 units against committed 7,900 units. Closing -4,550 units. Green level 15,667 (-0.3x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,22717.0,15600.0,,,,,154056.0,,13100.0,,154056.0
,PC M11 B11 26 AL,Regular,,,,,,,800.0,,,,800.0,TBC,,,800.0,,800.0,,,,,,,800.0,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 0 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,15560.0,,,,,,,,,,,
P-Clips,PC M11 B11 26A AL,Regular,6400.0,6400.0,,6400.0,,100%,500.0,2400.0,,,2900.0,MTS,2000.0,31.2%,900.0,9933.0,,4400.0,900.0,,,3500.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 31% of committed (2,000 vs 6,400). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 4,400 units.",Production Shortfall | Stock-Out Risk,"Produced 2,400 units against committed 6,400 units. Shortfall of 3,500 units — expedite production or procure. Closing 900 units. Green level 9,933 (0.1x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,15833.0,2400.0,41160.0,10584.0,,,,,,,
P-Clips,PC M11 B20 12,Regular,1800.0,1800.0,,500.0,-1300.0,28%,3300.0,1400.0,3.0,3.0,4700.0,MTO,1603.0,320.6%,3097.0,,3097.0,,,,,,1400.0,2800.0,1103.0,Over-Delivered | Forecast Drift (Major),"Dispatch 321% of committed (1,603 vs 500). MTO item — demand is order-driven. 🚩 Major forecast cut of 72% — severe over-promise. Action: review over-commit of 1,103 units.",Over-Production,"Produced 1,400 units against committed 500 units. Red flag — produced 1,400 units more than ordered. Investigate planning breakdown.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,5161.39,10322.79,,,,,,,12971.28,1103.0,,12971.28,
P-Clips,PC M11 B20 20,Regular,95500.0,95500.0,,300.0,-95200.0,0%,43400.0,55100.0,,,98500.0,MTS,67600.0,22533.3%,30900.0,48900.0,,,,,,,,,67300.0,Over-Delivered | Forecast Drift (Major),"Dispatch 22533% of committed (67,600 vs 300). MTS item — buffer stock + green level matters. 🚩 Major forecast cut of 100% — severe over-promise. Action: review over-commit of 67,300 units.",Below Safety,"Produced 55,100 units against committed 300 units. Closing 30,900 units. Green level 48,900 (0.6x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,101000.0,55100.0,,,,,791448.0,43100.0,24200.0,506856.0,284592.0
P-Clips,PC M11 B20 25,Regular,21100.0,21100.0,,21100.0,,100%,18550.0,16000.0,,,34550.0,MTS,6000.0,28.4%,28550.0,6333.0,22217.0,15100.0,15100.0,,,,7117.0,,,Short Delivery | Forecast Bullseye,"Dispatch 28% of committed (6,000 vs 21,100). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 15,100 units.",Production Surplus,"Produced 16,000 units against committed 21,100 units.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,52069.47,,8883.0,8883.0,,177576.0,,,,,,,
P-Clips,PC M11 B20 35,Regular,32700.0,32700.0,,32700.0,,100%,7300.0,,,,7300.0,MTS,10800.0,33.0%,-3500.0,8800.0,,21900.0,,,,21900.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 33% of committed (10,800 vs 32,700). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 21,900 units.",Production Shortfall | Stock-Out Risk,"Produced 0 units against committed 32,700 units. Shortfall of 25,400 units — expedite production or procure. Closing -3,500 units. Green level 8,800 (-0.4x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,34200.0,,257544.0,,,,,,,,
P-Clips,PC M11 B20 40,Regular,27000.0,27000.0,,27000.0,,100%,17550.0,18225.0,,,35775.0,MTS,12000.0,44.4%,23775.0,15900.0,7875.0,15000.0,15000.0,,,,,,,Short Delivery | Forecast Bullseye,"Dispatch 44% of committed (12,000 vs 27,000). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 15,000 units.",Healthy Stock,"Produced 18,225 units against committed 27,000 units. Production and inventory in healthy state.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,25350.0,18225.0,,176400.0,,,,,,,
P-Clips,PC M11 B20 60,Regular,15100.0,15100.0,,15100.0,,100%,1975.0,725.0,,,2700.0,MTS,6600.0,43.7%,-3900.0,5700.0,,8500.0,,,,8500.0,,,,Short Delivery | Forecast Bullseye,"Dispatch 44% of committed (6,600 vs 15,100). MTS item — buffer stock + green level matters. Forecast hit dead-on (0% variance) — strong demand sensing. Action: recover shortfall of 8,500 units.",Production Shortfall | Stock-Out Risk,"Produced 725 units against committed 15,100 units. Shortfall of 12,400 units — expedite production or procure. Closing -3,900 units. Green level 5,700 (-0.7x cover) — ⚠ Safety breach — replenish urgently.",Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,18825.0,725.0,99960.0,,,,,,,,
P-Clips,PCGE 15908 NS 06 JBM,Regular,,,,,,,,40.0,,,40.0,TBC,,,40.0,,40.0,,,,,,40.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 40 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
P-Clips,PCGE 15908 NS 10 JBM,Regular,,,,,,,,40.0,,,40.0,TBC,,,40.0,,40.0,,,,,,40.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 40 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
P-Clips,PCGE 15908 NS 13 JBM,Regular,,,,,,,,465.0,,,465.0,TBC,,,465.0,,465.0,,,,,,465.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 465 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
P-Clips,PCGE 15908 NS 22 JBM,Regular,,,,,,,,260.0,,,260.0,TBC,,,260.0,,260.0,,,,,,260.0,,,Forecast Bullseye,Dispatch 0 units (no committed demand). Forecast hit dead-on (0% variance) — strong demand sensing. No open commitment gap.,Healthy Stock,Produced 260 units against committed 0 units.,Ops accepted Sales forecast in full. No capacity gap at plan stage.,,,,,,,,,,,,,
